R_squared,RMSE,Bias,AIC_RMSE,BIC_RMSE,AIC_MLL,BIC_MLL,AW,POC,CWI
0.888953985119992,27.0927977814536,-2.81480742532435,296.335577667696,303.767588111131,878.711386347085,886.14339679052,55.094252517176,100,49.8513411962627
