R_squared,RMSE,Bias,AIC_RMSE,BIC_RMSE,AIC_MLL,BIC_MLL,AW,POC,CWI
0.902355401006078,39.1852609536101,-8.96107438076721,149.063726520421,154.05441145881,298.470285604625,303.460970543014,36.3128985529026,89.4736842105263,40.5566323090783
