R_squared,RMSE,Bias,AIC_RMSE,BIC_RMSE,AIC_MLL,BIC_MLL,AW,POC,CWI
0.952221178878427,21.2927438779084,-2.68724611700655,354.653764090102,362.862359435285,1185.78860489824,1193.99720024342,49.898525244779,98.2142857142857,46.7916951829994
